
TRAIN SET (14663 reactions):
  Ea MAE (neural):      14.67 kcal/mol   |  R²:  0.4782   r:  0.6985
  Ea MAE (physics):     15.59 kcal/mol   |  R²:  0.4220   (baseline)
rxn000077       train       40.47      43.73       3.25     0.0911
rxn000078       train       42.38      52.25       9.87     0.3191
rxn000079       train       55.96      51.16       4.80     0.4206
rxn000080       train       51.36      54.15       2.80     0.4627
rxn000081       train       53.75      48.99       4.76     0.2285
rxn000082       train       45.83      47.78       1.95     0.2922
rxn000083       train        6.03      29.79      23.76     0.2020
rxn000084       train       35.39      22.30      13.09     0.1522
rxn000085       train       26.47      33.76       7.29     0.1584
rxn000086       train       38.35      47.52       9.17     0.2995
rxn000087       train       67.53      54.70      12.82     0.2838
rxn000088       train       40.33      50.10       9.77     0.1099
rxn000089       train       66.73      54.35      12.39     0.1258
rxn000090       train       17.22      42.01      24.79     0.2597
rxn000091       train       64.07      53.57      10.51     0.1306
rxn000092       train      103.72      56.44      47.27     0.1575
rxn000093       train       44.28      44.08       0.20     0.2180
rxn000094       train       55.01      52.40       2.61     0.3280
rxn000095       train       73.30      55.78      17.52     0.1991
rxn000096       train      107.16      56.09      51.06     0.4777
rxn000097       train       47.67      21.88      25.79     0.1358
rxn000098       train       63.25      57.19       6.07     0.1874
rxn000099       train       41.99      43.11       1.11     0.2962
rxn000100       train       18.47      43.24      24.77     0.3680
rxn000101       train       75.17      48.05      27.13     0.2975
rxn000102       train       57.85      54.80       3.05     0.0847
rxn000103       train       77.26      52.21      25.05     0.1163
rxn000104       train       66.33      56.57       9.76     0.3338
rxn000105       train       56.89      53.71       3.18     0.3019
rxn000106       train       41.68      51.89      10.21     0.0822
rxn000107       train       36.54      50.00      13.45     0.0820
rxn000108       train       36.55      26.45      10.09     0.1225
rxn000109       train        5.98       9.25       3.27     0.1127
rxn000110       train       39.98      35.85       4.13     0.0709
rxn000111       train       45.11      27.62      17.49     0.1210
rxn000112       train       31.98      37.58       5.60     0.1036
rxn000113       train       11.72      27.42      15.70     0.1218
rxn000114       train        9.02      29.42      20.39     0.1012
rxn000115       val          3.49      13.30       9.81     0.1080
rxn000116       train       65.69      51.17      14.53     0.1180
rxn000117       train       39.83      34.81       5.02     0.1613
rxn000118       train        1.93      28.22      26.30     0.1154
rxn000119       train        3.39      17.42      14.02     0.1780
rxn000120       train       11.16      26.64      15.48     0.0950
rxn000121       train       46.67      63.32      16.65     0.1266
rxn000122       train       23.70      25.86       2.16     0.1348
rxn000123       train        8.75      30.87      22.12     0.0467
rxn000124       train       68.34      51.91      16.43     0.1250
rxn000125       train       17.57      22.63       5.06     0.1007
rxn000126       train        4.48      29.19      24.71     0.1375
rxn000127       val         24.23      31.67       7.44     0.0799
rxn000128       train       70.89      56.31      14.58     0.1148
rxn000129       train       58.10      60.05       1.95     0.1480
rxn000130       train       54.74      58.72       3.98     0.1275
rxn000131       val         16.34      37.28      20.94     0.0877
rxn000132       train       83.91      62.07      21.84     0.1775
rxn000133       train       38.33      49.52      11.19     0.1565
rxn000134       val         39.83      47.94       8.12     0.1307
rxn000135       train       39.97      59.17      19.20     0.1176
rxn000136       train       40.37      53.59      13.22     0.1619
rxn000137       train       47.24      58.20      10.97     0.1945
rxn000138       train       55.65      64.57       8.92     0.2053
rxn000139       train       55.82      61.56       5.74     0.1805
rxn000140       train       62.36      35.44      26.92     0.1753
rxn000141       val         46.62      62.95      16.33     0.2007
rxn000142       train       91.89      64.01      27.88     0.1564
rxn000143       train       41.91      62.95      21.05     0.2079
rxn000144       train       13.38      30.77      17.39     0.0453
rxn000145       train       30.00      34.87       4.87     0.1593
rxn000146       train       22.02      16.71       5.31     0.1669
rxn000147       train       24.24      25.71       1.47     0.0543
rxn000148       train       20.79      26.38       5.59     0.1144
rxn000149       train       29.65      34.79       5.14     0.0819
rxn000150       val         56.73      49.59       7.14     0.1359
rxn000151       train       10.68      14.02       3.35     0.1951
rxn000152       train       79.59      27.27      52.32     0.3584
rxn000153       train       50.34      39.42      10.91     0.2867
rxn000154       train       73.09      55.05      18.04     0.2126
rxn000155       train       55.05      57.90       2.85     0.3868
rxn000156       train       12.11      22.95      10.83     0.1459
rxn000157       train        2.77      27.83      25.07     0.0995
rxn000158       train        2.29      17.28      14.99     0.0910
rxn000159       train       82.09      54.85      27.24     0.0797
rxn000160       train       58.14      44.87      13.27     0.1346
rxn000161       train       20.23      36.00      15.77     0.1495
rxn000162       train       15.00       9.10       5.90     0.3422
rxn000163       train       55.02      53.00       2.02     0.1728
rxn000164       train       21.55      32.93      11.38     0.2421
rxn000165       train       12.61      14.17       1.57     0.0457
rxn000166       train       31.56      22.97       8.59     0.0641
rxn000167       train        2.39      24.04      21.65     0.1810
rxn000168       train        1.97      28.08      26.12     0.3519
rxn000169       train       45.17      46.62       1.44     0.2233
rxn000170       train       29.02      37.53       8.52     0.1986
rxn000171       train       33.91      38.51       4.60     0.0582
rxn000172       train       59.98      39.08      20.91     0.3416
rxn000173       train        6.77      26.29      19.52     0.3124
rxn000174       train       34.12      27.04       7.08     0.1107
rxn000175       train        4.63      32.51      27.87     0.2067
rxn000176       train       49.29      37.53      11.76     0.1194
rxn000177       train       19.54      20.28       0.74     0.0779
rxn000178       train       11.21      33.94      22.73     0.3732
rxn000179       train       29.18      15.83      13.34     0.1008
rxn000180       train       21.71      30.47       8.76     0.1188
rxn000181       train       78.95      53.46      25.49     0.1773
rxn000182       train        2.93      19.58      16.65     0.0481
rxn000183       train       55.71      43.77      11.94     0.1573
rxn000184       train       43.27      53.57      10.30     0.2360
rxn000185       train       24.35      55.23      30.88     0.1686
rxn000186       train       46.55      47.73       1.18     0.1254
rxn000187       train       35.43      27.36       8.07     0.2093
rxn000188       val         45.02      51.88       6.87     0.2109
rxn000189       train       78.96      57.26      21.70     0.2651
rxn000190       train        4.03      19.24      15.21     0.0571
rxn000191       train       12.71      24.83      12.12     0.1642
rxn000192       train       24.06      20.23       3.83     0.1571
rxn000193       train        5.90      35.39      29.49     0.3424
rxn000194       train       57.19      25.21      31.99     0.2495
rxn000195       train       47.33      42.31       5.03     0.1394
rxn000196       train        6.92      38.89      31.97     0.0858
rxn000197       train       38.25      49.61      11.36     0.1379
rxn000198       train       43.91      33.04      10.87     0.0477
rxn000199       train       89.04      60.97      28.07     0.2161
rxn000200       train       24.43      52.01      27.57     0.1321
rxn000201       train       72.20      53.23      18.98     0.3608
rxn000202       train       11.19      33.34      22.15     0.2931
rxn000203       train       14.16      31.94      17.77     0.1008
rxn000204       train       35.28      47.30      12.02     0.3275
rxn000205       train       28.72      53.05      24.33     0.1480
rxn000206       train       30.82      48.94      18.12     0.1603
rxn000207       val         21.92      35.39      13.47     0.1181
rxn000208       train       82.34      52.85      29.48     0.2372
rxn000209       train       75.79      39.75      36.04     0.3360
rxn000210       train       15.93      43.61      27.68     0.2326
rxn000211       val         28.35      39.99      11.64     0.4514
rxn000212       train       74.24      45.52      28.73     0.2037
rxn000213       train        9.19      11.13       1.94     0.1596
rxn000214       train       57.30      49.30       7.99     0.3000
rxn000215       train       12.67      21.78       9.10     0.1249
rxn000216       train       13.86      29.72      15.86     0.1663
rxn000217       train       65.56      47.07      18.49     0.2553
rxn000218       train       34.87      41.44       6.57     0.1163
rxn000219       train       39.47      37.52       1.94     0.3790
rxn000220       train       23.87      33.93      10.07     0.2583
rxn000221       train       73.42      36.35      37.08     0.2640
rxn000222       train       37.33      34.59       2.75     0.1660
rxn000223       train       16.36      37.02      20.66     0.1414
rxn000224       train       54.54      39.73      14.81     0.2542
rxn000225       train       37.00      25.33      11.67     0.2538
rxn000226       train       72.86      53.15      19.72     0.5041
rxn000227       train       35.84      53.71      17.86     0.3663
rxn000228       train       38.91      41.84       2.93     0.6160
rxn000229       train       30.27      39.30       9.04     0.3525
rxn000230       train       35.56      21.27      14.28     0.1467
rxn000231       train       55.07      55.09       0.02     0.1327
rxn000232       train       27.04      24.18       2.86     0.1648
rxn000233       train        6.98      29.28      22.30     0.1893
rxn000234       train       78.94      71.40       7.54     0.2678
rxn000235       val         50.80      51.97       1.17     0.2723
rxn000236       val         84.52      66.60      17.93     0.2968
rxn000237       train       53.07      54.11       1.04     0.2961
rxn000238       train       25.79      35.20       9.41     0.1186
rxn000239       train       65.64      53.96      11.68     0.2972
rxn000240       train       68.12      58.25       9.87     0.2220
rxn000241       val         39.27      43.77       4.50     0.1996
rxn000242       train       77.19      57.64      19.55     0.1431
rxn000243       train       51.51      49.38       2.12     0.1852
rxn000244       train        2.13      17.99      15.87     0.0936
rxn000245       train       68.07      44.57      23.50     0.1448
rxn000246       train        6.38      23.52      17.15     0.0601
rxn000247       train       14.83      20.52       5.69     0.1809
rxn000248       train       16.77      27.21      10.44     0.1193
rxn000249       train       59.98      27.75      32.23     0.2214
rxn000250       train        5.24      20.55      15.30     0.0763
rxn000251       train       13.43      19.46       6.03     0.0540
rxn000252       train        1.13      34.61      33.49     0.1344
rxn000253       train       35.64      32.61       3.04     0.2532
rxn000254       train       58.78      36.78      21.99     0.2109
rxn000255       val         66.89      48.65      18.24     0.2048
rxn000256       train       50.83      38.86      11.97     0.1101
rxn000257       val         10.04      17.92       7.87     0.1851
rxn000258       train       60.67      46.61      14.07     0.0994
rxn000259       val         14.19      27.72      13.53     0.0940
rxn000260       train       52.06      43.18       8.89     0.1947
rxn000261       train       41.55      30.60      10.95     0.0682
rxn000262       train       61.01      47.06      13.96     0.3160
rxn000263       train       18.37      12.69       5.68     0.0824
rxn000264       train       40.41      14.05      26.36     0.3379
rxn000265       train       58.18      50.38       7.80     0.2943
rxn000266       train       59.72      60.04       0.32     0.2298
rxn000267       train       19.84      31.80      11.97     0.2904
rxn000268       train       29.29      36.59       7.30     0.2105
rxn000269       train       27.30      57.66      30.37     0.2306
rxn000270       val         73.23      64.59       8.64     0.1996
rxn000271       train       58.95      58.88       0.06     0.2717
rxn000272       train       25.19      38.06      12.86     0.3302
rxn000273       train       79.11      49.82      29.29     0.3229
rxn000274       val          7.77      19.28      11.50     0.2179
rxn000275       train       45.72      42.50       3.22     0.1324
rxn000276       train       30.53      26.04       4.49     0.1141
rxn000277       val         73.19      49.78      23.40     0.1744
rxn000278       val         37.00      29.52       7.47     0.1593
rxn000279       train       11.30      40.32      29.02     0.1624
rxn000280       train        9.17      23.31      14.14     0.1096
rxn000281       train       36.58      28.62       7.96     0.3401
rxn000282       val         20.44      15.58       4.86     0.1089
rxn000283       train       29.66      23.08       6.58     0.0820
rxn000284       train       70.06      55.84      14.22     0.1731
rxn000285       train        4.23      17.00      12.77     0.0616
rxn000286       train       39.06      21.29      17.78     0.1411
rxn000287       train       27.37      46.53      19.16     0.3838
rxn000288       train       30.18      40.20      10.02     0.2142
rxn000289       train       38.42      47.29       8.87     0.1449
rxn000290       train       31.38      41.97      10.59     0.1591
rxn000291       train       33.23      44.88      11.66     0.1859
rxn000292       train        2.47      22.91      20.44     0.0803
rxn000293       train       70.52      36.30      34.22     0.2072
rxn000294       train       55.56      48.04       7.52     0.2090
rxn000295       train       80.07      63.39      16.68     0.1533
rxn000296       train       50.99      57.70       6.72     0.2716
rxn000297       train      114.01      53.11      60.90     0.1480
rxn000298       train       49.33      45.75       3.57     0.2361
rxn000299       train       29.44      44.20      14.76     0.1553
rxn000300       train       76.93      62.74      14.20     0.1470
rxn000301       train       55.58      58.33       2.75     0.2760
rxn000302       train        7.12      19.90      12.78     0.0533
rxn000303       train        6.12      23.36      17.24     0.0544
rxn000304       train       12.88      13.47       0.59     0.1239
rxn000305       train       50.00      59.40       9.40     0.2503
rxn000306       train        6.14      24.00      17.86     0.0512
rxn000307       train        6.79      15.61       8.82     0.1364
rxn000308       train      105.53      68.03      37.50     0.2014
rxn000309       train       40.69      45.78       5.09     0.4124
rxn000310       train       59.27      50.39       8.88     0.1917
rxn000311       train       39.66      47.24       7.58     0.5792
rxn000312       train        8.72      36.97      28.25     0.3186
rxn000313       val        114.42      59.84      54.59     0.3560
rxn000314       val         37.28      42.22       4.94     0.1107
rxn000315       val          1.15      21.60      20.45     0.2026
rxn000316       train       35.50      28.74       6.76     0.1659
rxn000317       train       42.97      31.34      11.63     0.0460
rxn000318       train       12.44      19.78       7.34     0.1391
rxn000319       val         38.44      21.15      17.29     0.5020
rxn000320       train       34.15      13.62      20.53     0.0722
rxn000321       train       50.22      38.10      12.12     0.1934
rxn000322       train       21.56      25.82       4.26     0.1127
rxn000323       train       39.15      24.70      14.45     0.0982
rxn000324       train       23.83      21.75       2.08     0.0886
rxn000325       train       48.37      27.85      20.52     0.1635
rxn000326       train       59.66      31.76      27.90     0.1023
rxn000327       train       40.04      48.61       8.57     0.0802
rxn000328       train       26.23      37.40      11.17     0.2663
rxn000329       train       45.20      53.49       8.28     0.1561
rxn000330       train       17.92      47.78      29.86     0.3605
rxn000331       train       74.97      47.25      27.72     0.1058
rxn000332       train       58.15      67.02       8.87     0.2936
rxn000333       train       63.44      52.53      10.91     0.1108
rxn000334       train       88.47      56.07      32.40     0.4588
rxn000335       train       27.82      61.21      33.39     0.2081
rxn000336       train       16.96      31.17      14.21     0.1061
rxn000337       train       48.96      28.03      20.92     0.2433
rxn000338       train       13.49      26.95      13.46     0.1005
rxn000339       train       39.73      43.54       3.81     0.1141
rxn000340       train        8.79      25.35      16.56     0.0987
rxn000341       train       87.96      49.14      38.82     0.2688
rxn000342       train       48.73      35.50      13.23     0.1412
rxn000343       train       24.09      35.17      11.07     0.2328
rxn000344       train       31.49      41.19       9.69     0.1889
rxn000345       train       77.65      43.38      34.27     0.2638
rxn000346       val         62.85      50.53      12.32     0.2171
rxn000347       train       34.07      63.19      29.12     0.1977
rxn000348       train       35.77      25.65      10.12     0.2085
rxn000349       train       38.42      33.04       5.38     0.0931
rxn000350       train        4.43      22.27      17.84     0.0707
rxn000351       train       12.66      12.64       0.02     0.0533
rxn000352       train       13.02      35.53      22.51     0.2526
rxn000353       train       26.32      46.09      19.77     0.0932
rxn000354       train       39.06      43.67       4.61     0.1635
rxn000355       train       62.92      48.62      14.31     0.1372
rxn000356       train       50.64      53.10       2.47     0.1351
rxn000357       train       43.47      43.42       0.05     0.1322
rxn000358       train        7.46      22.23      14.77     0.0498
rxn000359       train       48.58      38.82       9.77     0.1547
rxn000360       train        7.08      21.94      14.86     0.1461
rxn000361       train       31.69      31.34       0.35     0.0561
rxn000362       train       72.06      64.71       7.35     0.1697
rxn000363       train       13.25      34.98      21.72     0.1334
rxn000364       train       29.07      35.72       6.66     0.3427
rxn000365       train       31.18      28.21       2.97     0.0997
rxn000366       train        1.61      20.85      19.24     0.0948
rxn000367       train        6.08      23.41      17.33     0.0647
rxn000368       train        6.40      22.56      16.15     0.0653
rxn000369       train       74.43      64.27      10.16     0.1375
rxn000370       train       42.42      44.26       1.84     0.2747
rxn000371       train       70.16      49.24      20.92     0.1314
rxn000372       train       43.86      50.97       7.11     0.1364
rxn000373       train       62.81      44.25      18.56     0.1708
rxn000374       train        2.65      21.41      18.76     0.0840
rxn000375       train       19.53      25.14       5.61     0.1388
rxn000376       train        1.94      16.52      14.58     0.0982
rxn000377       train      106.37      59.85      46.52     0.1304
rxn000378       train       59.90      26.88      33.03     0.2209
rxn000379       train       61.60      42.59      19.01     0.3087
rxn000380       train       27.28      17.88       9.40     0.1717
rxn000381       val         34.00      34.83       0.82     0.1385
rxn000382       train       91.89      47.13      44.76     0.2612
rxn000383       train        4.13      20.58      16.46     0.0615
rxn000384       train       64.54      64.21       0.33     0.3007
rxn000385       train       55.23      27.52      27.71     0.2702
rxn000386       train       22.35      17.01       5.33     0.0882
rxn000387       train       19.89      43.88      23.99     0.1721
rxn000388       train       14.16      23.20       9.04     0.1730
rxn000389       train       67.03      32.26      34.77     0.4777
rxn000390       train       31.47      47.44      15.97     0.1717
rxn000391       train       53.59      42.90      10.70     0.1086
rxn000392       train        5.45      38.38      32.94     0.1571
rxn000393       train       66.99      48.33      18.66     0.2089
rxn000394       train       12.62      32.46      19.85     0.2743
rxn000395       train       39.77      39.98       0.21     0.2390
rxn000396       train        3.50      20.99      17.48     0.0566
rxn000397       train       27.12      16.94      10.19     0.1836
rxn000398       val         81.02      40.16      40.86     0.1679
rxn000399       train       19.94      46.07      26.12     0.2043
rxn000400       train       53.82      61.68       7.86     0.3171
rxn000401       train       39.62      44.97       5.34     0.1981
rxn000402       train       31.18      23.41       7.77     0.0739
rxn000403       train       54.15      38.41      15.75     0.2243
rxn000404       train       70.95      56.32      14.63     0.2742
rxn000405       train       19.63      25.30       5.67     0.2467
rxn000406       train       33.44      37.64       4.20     0.1527
rxn000407       train       46.32      42.81       3.51     0.0845
rxn000408       train        7.17      19.16      12.00     0.1082
rxn000409       train       38.72      33.81       4.91     0.2378
rxn000410       val         44.35      27.53      16.82     0.1357
rxn000411       val         48.48      35.82      12.66     0.1162
rxn000412       train       22.18      16.71       5.46     0.0459
rxn000413       train       81.06      51.07      29.99     0.2587
rxn000414       train       16.55      14.60       1.95     0.2078
rxn000415       train       36.38      54.94      18.55     0.1343
rxn000416       train       22.79      28.88       6.08     0.1914
rxn000417       train        4.06      31.31      27.25     0.1818
rxn000418       train       10.93      26.69      15.76     0.1436
rxn000419       train       51.96      56.67       4.71     0.1078
rxn000420       train       91.47      48.47      43.01     0.3330
rxn000421       train       13.80      41.66      27.87     0.1082
rxn000422       train       18.26      27.59       9.34     0.1145
rxn000423       train       51.45      64.31      12.86     0.1746
rxn000424       train       72.48      53.05      19.44     0.2612
rxn000425       train        0.85      18.89      18.03     0.0562
rxn000426       train       41.95      48.24       6.30     0.2154
rxn000427       train        4.06      26.93      22.87     0.1202
rxn000428       train       39.04      35.01       4.03     0.1794
rxn000429       train        2.82      11.41       8.59     0.0751
rxn000430       val         79.14      52.12      27.03     0.2155
rxn000431       train       74.87      52.60      22.27     0.2915
rxn000432       train        8.26      18.57      10.32     0.0997
rxn000433       train       16.58      17.48       0.90     0.0774
rxn000434       train       35.17      40.68       5.50     0.1739
rxn000435       train       40.33      42.53       2.20     0.1871
rxn000436       train       53.52      41.59      11.93     0.1617
rxn000437       train       57.92      46.98      10.94     0.1680
rxn000438       train       47.33      39.67       7.66     0.0712
rxn000439       train       23.35      29.74       6.38     0.1684
rxn000440       train       20.54      34.93      14.39     0.1509
rxn000441       train       70.18      43.64      26.54     0.2715
rxn000442       train       34.25      33.92       0.33     0.2779
rxn000443       val          7.92      25.45      17.53     0.4336
rxn000444       val         86.02      58.83      27.19     0.2800
rxn000445       train       38.35      34.74       3.61     0.0827
rxn000446       train       38.96      65.58      26.62     0.3849
rxn000447       val         10.99      27.68      16.69     0.0858
rxn000448       train       17.44      52.20      34.77     0.2489
rxn000449       train       56.71      58.62       1.91     0.3065
rxn000450       train       40.53      43.29       2.76     0.2091
rxn000451       train       10.92      27.51      16.58     0.0740
rxn000452       val         23.93      32.12       8.19     0.2069
rxn000453       train       47.68      53.16       5.48     0.1623
rxn000454       train       97.71      65.58      32.13     0.3217
rxn000455       train        3.63      20.73      17.11     0.0602
rxn000456       train       31.52      40.26       8.74     0.1097
rxn000457       train        5.34      47.00      41.66     0.0675
rxn000458       train       59.33      51.76       7.57     0.1769
rxn000459       train       47.68      50.91       3.23     0.1097
rxn000460       train        8.15      23.15      15.00     0.1132
rxn000461       train        6.50      18.22      11.72     0.1754
rxn000462       train       20.50      31.41      10.91     0.2397
rxn000463       train       44.85      38.00       6.85     0.0650
rxn000464       train       14.41      30.68      16.27     0.0753
rxn000465       train       61.74      37.40      24.34     0.2425
rxn000466       val         25.44      38.95      13.51     0.1059
rxn000467       train       12.01      17.91       5.89     0.1093
rxn000468       train       37.32      27.82       9.50     0.0716
rxn000469       train       55.30      19.60      35.69     0.3734
rxn000470       val         37.72      38.48       0.76     0.1294
rxn000471       train       36.06      32.68       3.38     0.0637
rxn000472       val         50.51      28.11      22.40     0.3017
rxn000473       train       20.63      36.77      16.15     0.1778
rxn000474       train       44.71      46.13       1.42     0.1160
rxn000475       train       47.27      49.52       2.25     0.0907
rxn000476       train       29.74      31.04       1.31     0.3748
rxn000477       train       48.98      52.05       3.06     0.1539
rxn000478       train       65.75      47.97      17.78     0.1067
rxn000479       train       18.23      12.59       5.64     0.2476
rxn000480       train       74.80      34.82      39.98     0.1506
rxn000481       train       84.98      49.72      35.25     0.1843
rxn000482       train       13.39      24.54      11.15     0.2101
rxn000483       train       18.00      35.33      17.33     0.1073
rxn000484       train       61.32      35.11      26.21     0.2919
rxn000485       train       15.30      24.00       8.70     0.1869
rxn000486       train       31.68      54.67      22.99     0.2448
rxn000487       train       41.96      58.32      16.36     0.1251
rxn000488       val         31.91      55.43      23.52     0.2636
rxn000489       train       49.81      46.66       3.15     0.2364
rxn000490       train       31.84      44.03      12.19     0.2126
rxn000491       train       39.34      41.78       2.43     0.2737
rxn000492       val         60.92      45.76      15.16     0.1478
rxn000493       train       47.72      40.51       7.21     0.1705
rxn000494       train       59.63      48.77      10.86     0.3424
rxn000495       train        6.70      18.07      11.37     0.1020
rxn000496       train        4.13      42.47      38.34     0.1219
rxn000497       train        2.61      19.67      17.06     0.1459
rxn000498       train       59.69      42.22      17.47     0.2985
rxn000499       train       50.38      56.18       5.80     0.2959
rxn000500       train       70.14      50.34      19.79     0.1515
rxn000501       val         70.25      43.70      26.55     0.1094
rxn000502       train       63.62      56.44       7.18     0.1774
rxn000503       train       26.46      25.01       1.45     0.0693
rxn000504       train       35.80      58.52      22.72     0.1150
rxn000505       train       31.64      52.30      20.66     0.0865
rxn000506       train       93.72      66.62      27.10     0.1618
rxn000507       train       70.85      50.18      20.67     0.0848
rxn000508       train       70.40      50.55      19.85     0.3644
rxn000509       train       66.46      50.12      16.34     0.2540
rxn000510       train       71.02      41.69      29.33     0.3549
rxn000511       train       51.73      54.77       3.04     0.1135
rxn000512       train       32.08      44.48      12.41     0.4059
rxn000513       train       46.05      54.33       8.28     0.3579
rxn000514       train       57.96      57.21       0.75     0.2455
rxn000515       train        2.69      19.70      17.01     0.1242
rxn000516       train       63.26      47.83      15.42     0.3123
rxn000517       train       40.38      45.96       5.58     0.0848
rxn000518       train        5.67      20.11      14.43     0.1847
rxn000519       val         28.67      30.73       2.06     0.0987
rxn000520       val         47.46      45.96       1.50     0.0840
rxn000521       train       33.56       9.70      23.86     0.2444
rxn000522       train       29.42      26.80       2.62     0.2286
rxn000523       train       28.23      38.91      10.68     0.1019
rxn000524       train        5.72      18.35      12.63     0.0939
rxn000525       train       45.15      45.23       0.09     0.1026
rxn000526       train       60.45      15.93      44.52     0.0406
rxn000527       train       26.94      13.65      13.29     0.0923
rxn000528       train       88.21      47.28      40.93     0.2726
rxn000529       train       62.66      53.91       8.75     0.1756
rxn000530       train       73.08      44.03      29.06     0.3174
rxn000531       train       13.16      51.71      38.56     0.0812
rxn000532       train       19.94      43.81      23.87     0.1847
rxn000533       train       26.65      32.95       6.30     0.1311
rxn000534       val         60.41      37.56      22.85     0.1601
rxn000535       val         45.53      56.04      10.52     0.2510
rxn000536       train       53.28      46.74       6.54     0.1476
rxn000537       val         26.22      38.48      12.26     0.2115
rxn000538       train       65.47      58.05       7.42     0.2331
rxn000539       train       16.50      35.26      18.76     0.2101
rxn000540       train       68.51      55.07      13.43     0.1908
rxn000541       train       60.46      60.52       0.06     0.2247
rxn000542       train        6.16      24.16      18.00     0.1216
